0.964832001	0.167608408	0.785817575	0.973900572	0.827656451	0.723247695	0.168019645	0.92963043	0.343092062	0.459721361	-0.063214333
0.350357937	0.537658157	0.66599431	0.624714366	0.551134075	0.480008969	0.370674242	0.326656695	0.650401706	0.889828407	-0.497172847
0.729416637	0.134511402	0.578864851	0.97313488	0.629550866	0.137757748	0.078562116	0.428373963	0.11179501	0.227544019	-0.004078776
0.597451448	0.695044826	0.661880205	0.371318889	0.419261914	0.666476433	0.272743624	0.695244983	0.180037305	0.274409075	-0.411909897
0.81788859	0.308970538	0.885182085	0.954469775	0.180395136	0.159075865	0.915095901	0.855763426	0.177076622	0.154224171	-0.379670109
0.568586226	0.912636369	0.689893274	0.050677064	0.584584103	0.624370772	0.694036982	0.985265307	0.614839363	0.179174722	-0.488643243
0.568307495	0.405844338	0.804241174	0.65913955	0.159289891	0.963680736	0.61339315	0.320630511	0.766080677	0.614271189	-0.490551796
0.908774516	0.802022123	0.936596951	0.491537961	0.415731917	0.228186429	0.77644743	0.592314209	0.114077255	0.083928549	-0.587611131
0.959895869	0.453999802	0.657367576	0.46312734	0.093030928	0.628622839	0.391493342	0.886135169	0.410121086	0.875560696	-0.154277394
0.477163874	0.376538094	0.255411492	0.466429171	0.846200865	0.735359329	0.875075475	0.841117887	0.260318937	0.981170247	0.016775123
